,Dominant_Topic,Perc_Contribution,Topic_Keywords,text_pre,text,userid,textID
23,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I'm sexy like a lion. Too bad I can't roar. Lol. Randomly screaming at 7 in the morning. Fun!,"['lion', 'morn', 'fun', 'can', 'roar', 'scream', 'sexi', 'bad']",01530624766b3be63c7709c6581c335d,1095
24,13.0,0.9024999737739563,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Funny how my head can rip me apart, and no one ever knows. Maybe I deserve to suffer. I mean, after all, I'm losing what I loved most.","['head', 'suffer', 'rip', 'know', 'deserv', 'mean', 'lose', 'love', 'funni']",01530624766b3be63c7709c6581c335d,1129
25,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/I've had reoccuring nightmares that I was loved for who I am and missed the opportunity to be a better man./""""","['nightmar', 'opportun', 'man./', 'reoccur', 'love', 'miss', 'better']",01530624766b3be63c7709c6581c335d,1132
26,6.0,0.891700029373169,"hate_L, statu_L, life_H, ignor_H, solv_H, light_H, problem_H, dark_H, hit_H, afraid_H",I much prefer the dark over the light cuz shadows cushion the harsh lines of reality.,"['light', 'shadow', 'line', 'realiti', 'prefer', 'cushion', 'dark', 'harsh']",01530624766b3be63c7709c6581c335d,1140
27,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Today is so strange. Nothing's going right, but things aren't entirely bad either.","['today', 'thing', 'go', 'strang', 'bad']",01530624766b3be63c7709c6581c335d,1216
28,13.0,0.4661000072956085,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Don't be afraid Lille Venn of violence... I'm only poisoning you, not going to stab you.  **bobsnewline**  **bobsnewline** Don't be afraid Lille Venn of my troubled mind... I'm just poisoning you a little with my gloom.","['violenc', 'stab', 'mind', 'gloom', 'afraid', 'poison', 'go', 'afraid', 'poison', 'troubl', 'littl']",03b6072a243347cf634eee1018be408d,1645
29,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Well isnt this cool. my genius of a sister stole the ds from my room and dropped it off of her bed breaking the top screen off,"['room', 'bed', 'screen', 'stole', 'drop', 'break', 'cool', 'top']",0467ce1e63e2a48da92e1ff53f052829,1801
30,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",An ok day becomes a GREAT day when you find out you get a 4 day weekend!!!!,"['day', 'day', 'day', 'weekend', 'becom', 'find', 'get', 'great']",04a3601e8b319f740167723a58c488e7,2048
31,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/In three words i can sum up everything I've learned about life: It goes on. /""""","['word', 'life', 'sum', 'learn', 'goe']",04a3601e8b319f740167723a58c488e7,2100
32,0.0,0.06669999659061432,"differ_L, right_L, word_L, geniu_L, stupid_L, held_L, button_L, love_L, wrong_L, lightn_L",/Life is like a mirror,[],04a3601e8b319f740167723a58c488e7,2104
33,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",It's an amazing feeling when you realize that your dream life isn't to far from the reality you're living <3,"['feel', 'dream', 'life', 'realiti', 'realiz', 'live', 'amaz']",04a3601e8b319f740167723a58c488e7,2105
34,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Failures are divided into two classes - those who thought and never did,"['class', 'divid', 'thought']",04a3601e8b319f740167723a58c488e7,2167
35,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Ahh November. A new month. A fresh start.,"['month', 'start', 'new', 'fresh']",04a3601e8b319f740167723a58c488e7,2177
36,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Ok week, today is your last chance, if you have anything else you would like to throw at me, go at it. Cuz tomorrow is the weekend and im not putting up with your crap!","['week', 'today', 'chanc', 'tomorrow', 'weekend', 'crap', 'throw', 'go', 'm', 'put', 'last']",04a3601e8b319f740167723a58c488e7,2185
37,13.0,0.6786999702453613,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/It was the best of times,"['time', 'best']",04a3601e8b319f740167723a58c488e7,2186
38,13.0,0.9186999797821045,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","When love is lost, do not bow your head in sadness; instead keep your head up high and gaze into heaven for that is where your broken heart has been sent to heal.","['love', 'bow', 'head', 'head', 'gaze', 'heart', 'lost', 'keep', 'sent', 'high', 'broken']",04a3601e8b319f740167723a58c488e7,2203
39,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",The way to get through life is to just keep going.,"['way', 'life', 'keep', 'go']",04a3601e8b319f740167723a58c488e7,2235
40,13.0,0.5220000147819519,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","so far , today is ok...but mostly because it's Friday!",['today'],04a3601e8b319f740167723a58c488e7,2285
41,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","I wish i could do today differently. Oh well, there's always tomorrow....?","['wish', 'today', 'tomorrow']",04a3601e8b319f740167723a58c488e7,2290
42,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","I never used to believe in the saying /live for today/"". But i realized that if you always live for the future","['futur', 'use', 'believ', 'say', 'realiz', 'live']",04a3601e8b319f740167723a58c488e7,2293
43,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Im going to conquer this week one day at a time. Challenger #1: Monday.,"['week', 'day', 'time', 'm', 'go']",04a3601e8b319f740167723a58c488e7,2294
44,1.0,0.8783000111579895,"world_H, resolv_L, defin_H, power_H, thank_H, belong_H, sticki_H, polit_H, judg_H, tat_H",Sisters function as safety nets in a chaotic world simply by being there for each other.,"['sister', 'safeti', 'net', 'world', 'function', 'chaotic', 'other']",04a3601e8b319f740167723a58c488e7,2300
45,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Proverbs 3:5-6 **bobsnewline** Trust in the LORD with all your heart and lean not on your own understanding; in all your ways submit to him, and he will make your paths straight.","['trust', 'heart', 'understand', 'way', 'path', 'submit', 'make', 'lean']",04a3601e8b319f740167723a58c488e7,2317
46,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",One day at a time..... one moment at a time.,"['day', 'time', 'moment', 'time']",04a3601e8b319f740167723a58c488e7,2319
47,0.0,0.06669999659061432,"differ_L, right_L, word_L, geniu_L, stupid_L, held_L, button_L, love_L, wrong_L, lightn_L",/Reality is that which,[],054e5fd22c26a92926a61c261c99054c,3046
48,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/When you try your best but you don't succeed,"['tri', 'succeed', 'best']",054e5fd22c26a92926a61c261c99054c,3082
49,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/If it's not real You can't hold it in your hand,"['hand', 'can', 'hold', 'real']",054e5fd22c26a92926a61c261c99054c,3168
50,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/At night when the stars light up my room,"['night', 'star', 'room', 'light']",054e5fd22c26a92926a61c261c99054c,3184
51,13.0,0.5220000147819519,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Woke up in London yesterday,['yesterday'],054e5fd22c26a92926a61c261c99054c,3186
52,13.0,0.805899977684021,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I really hate days like today. Very much.,"['day', 'today', 'hate', 'much']",054e5fd22c26a92926a61c261c99054c,3224
53,13.0,0.7580000162124634,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/This town is colder now. **bobsnewline** I think it's sick of us.../"" **bobsnewline** - O.R""","['town', 'think', 'sick']",054e5fd22c26a92926a61c261c99054c,3231
54,4.0,0.8783000111579895,"public_L, deserv_L, book_L, speech_L, figur_L, write_L, high_L, done_L, deadpool_L, phone_L","I now have four favorite bands, in this order: One Republic, Linkin Park, Snow Patrol, Coldplay. Apparently I like /Experimental/"" music. :)""","['band', 'order', 'republ', 'snow', 'patrol', 'music', 'favorit']",054e5fd22c26a92926a61c261c99054c,3234
55,13.0,0.9574999809265137,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Woke up in London yesterday **bobsnewline** Found myself in the city near Piccadilly, Don't really know how I got here. I got some pictures on my phone, New names and numbers that I don't know Addresses to places like Abbey Road, Day turns to night, night turns to whatever we want./ - One Republic""","['yesterday', 'citi', 'pictur', 'phone', 'name', 'number', 'address', 'place', 'road', 'day', 'night', 'night', 'republ', 'found', 'know', 'got', 'got', 'know', 'turn', 'turn', 'new', 'abbey']",054e5fd22c26a92926a61c261c99054c,3280
56,13.0,0.8610000014305115,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Switzerland is a place where they don't like to fight, so they get people to do their fighting for them while they ski and eat chocolate.","['peopl', 'ski', 'chocol', 'fight', 'fight', 'eat']",06165dddbf8856657d57d27600c4944c,4105
57,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Ah what a nice morning. Birds are chirping. Bees are trying to have sex with them--as is my understanding.,"['morn', 'bird', 'bee', 'sex', 'understand', 'chirp', 'tri', 'nice']",0765c56b2da0e50568488dbbbe93751b,4597
58,13.0,0.9510999917984009,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Professor Impossible: You see, Dr Venture, I found your father's machine in my foundation years ago. Then I thought about you in Physics class... You were a daydreamer, a sassmouth, and not infrequently a bit of a gigglepuss... Somehow I doubt  twenty years of amphetamines and failure have done much to improve that.","['ventur', 'machin', 'year', 'physic', 'class', 'daydream', 'sassmouth', 'gigglepuss', 'year', 'amphetamin', 'failur', 'see', 'found', 'thought', 'bit', 'doubt', 'done', 'improv', 'imposs']",0765c56b2da0e50568488dbbbe93751b,4599
59,13.0,0.45350000262260437,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","All the white girls trip when i sing at sunday service... hahaha thank you, Jack White","['trip', 'servic', 'thank', 'white']",0765c56b2da0e50568488dbbbe93751b,4615
60,13.0,0.9424999952316284,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Well I managed to take out the tiger with some Mace, but the sweetshoppe owner and his son were an different story altogether....i had to beat them to death with their own shoes... nasty business, really. BUT we got the M'n'Ms to Ozzy and he put on a great show...","['tiger', 'mace', 'stori', 'death', 'shoe', 'busi', 'show', 'manag', 'take', 'beat', 'got', 'put', 'sweetshopp', 'differ', 'nasti', 'great']",0765c56b2da0e50568488dbbbe93751b,4628
61,13.0,0.9592999815940857,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","hahaha I missed Free Pretzel Day at work! I wake up every morning in a bed that's too small, send my daughter to school that costs too much, and go to work for a job that pays too little, but on Pretzel Day.... well, I like Pretzel Day.","['day', 'work', 'morn', 'bed', 'daughter', 'school', 'cost', 'work', 'job', 'day', 'day', 'miss', 'wake', 'send', 'go', 'pay', 'free', 'pretzel', 'small', 'much', 'littl', 'pretzel', 'pretzel']",0765c56b2da0e50568488dbbbe93751b,4639
62,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Excuse me, is your refrigerator running? Cuz if it is, it probably runs a lot like you: very homosexually.","['refriger', 'lot', 'excus', 'run', 'run']",0765c56b2da0e50568488dbbbe93751b,4649
63,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Ran in the rain today. Feel like a twelve year old again. A twelve year old who smokes three packs a day. heh. Ah: runs...,"['today', 'year', 'year', 'pack', 'day', 'feel', 'smoke', 'run', 'old', 'old']",0765c56b2da0e50568488dbbbe93751b,4665
64,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","If I had the money, I'd pay back every dollar on Richard Seymour's fine for punching out Fat Head. Hahaha He's been deserving it his entire life.","['money', 'dollar', 'head', 'life', 'pay', 'punch', 'deserv', 'fine', 'fat', 'entir']",0765c56b2da0e50568488dbbbe93751b,4674
65,13.0,0.9248999953269958,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",There's a destination a little up the road from the habitations of the towns we know; a place we saw the lights turn low; the jigsaw jazz and the jetfresh flow,"['destin', 'road', 'habit', 'town', 'place', 'light', 'jazz', 'flow', 'know', 'saw', 'turn', 'littl']",0765c56b2da0e50568488dbbbe93751b,4678
66,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Can I get ya a drink, Eddie? Fix ya something to eat? Drive ya out in the middle of nowhere, leave ya for dead? **bobsnewline** Naw, I'm fine, Clark.","['middl', 'drink', 'fix', 'eat', 'drive', 'leav', 'dead', 'fine']",0765c56b2da0e50568488dbbbe93751b,4682
67,13.0,0.9248999953269958,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Sonny: I think I can deal with these guys. Is there any special country you wanna go to? **bobsnewline** Sal (pensive): ...Wyoming. **bobsnewline** Sonny: Wyoming is-- that's not a country... That's okay, I'll take care of things.","['deal', 'guy', 'countri', 'countri', 'care', 'thing', 'think', 'go', 'take', 'special', 'pensiv', 'okay']",0765c56b2da0e50568488dbbbe93751b,4690
68,13.0,0.8783000111579895,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I learned something in that explosion: beauty doesn't last... it can get blown off your head at any moment.,"['explos', 'beauti', 'head', 'moment', 'learn', 'last', 'blown']",0765c56b2da0e50568488dbbbe93751b,4693
69,13.0,0.9024999737739563,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","There he goes: one of God's own prototypes, a high-powered mutant of some kind, too weird to live, too rare to die.","['prototyp', 'kind', 'die', 'goe', 'power', 'mutant', 'weird', 'live', 'rare']",0765c56b2da0e50568488dbbbe93751b,4711
70,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/Why don't you make like Siamese twins and SPLIT... and then one of you die./"" -Peter Griffen""","['twin', 'griffen', 'make', 'split', 'siames']",0765c56b2da0e50568488dbbbe93751b,4731
71,13.0,0.6786999702453613,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",There are no jokes. Truth is the funniest thing of all.,"['joke', 'thing']",0765c56b2da0e50568488dbbbe93751b,4733
72,13.0,0.6786999702453613,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Remember to keep yourself alive,"['keep', 'aliv']",077243dfd4750094bde7eb01e5cfcb42,4767
73,13.0,0.5019000172615051,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Gunnery Sergeant  Hartman: Are you quitting on me? Well, are you? Then quit, you slimy fucking  walrus-looking piece of shit! Get the fuck off of my obstacle! Get the  fuck down off of my obstacle! NOW! MOVE IT! Or I'm going to rip your  balls off, so you cannot contaminate the rest of the world! I will  motivate you, Private Pyle, IF IT SHORT-DICKS EVERY CANNIBAL ON THE  CONGO!","['walru', 'piec', 'shit', 'obstacl', 'obstacl', 'ball', 'rest', 'world', 'pyle', 'dick', 'congo', 'quit', 'quit', 'look', 'move', 'go', 'can', 'contamin', 'motiv', 'slimi', 'fuck', 'fuck', 'rip', 'privat', 'short', 'cannib']",077243dfd4750094bde7eb01e5cfcb42,4771
74,11.0,0.8610000014305115,"world_L, love_L, time_L, last_L, rain_L, feel_L, way_L, day_L, moment_L, restless_L",A discussion is an exchange of intelligence; An argument is an exchange of ignorance!,"['discuss', 'exchang', 'intellig', 'argument', 'exchang', 'ignor']",077243dfd4750094bde7eb01e5cfcb42,4778
75,13.0,0.891700029373169,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Every experience, no matter how bad it seems, holds within it a blessing of some kind. The goal is to find it. - Buddha","['experi', 'matter', 'bless', 'goal', 'seem', 'hold', 'find', 'bad']",077243dfd4750094bde7eb01e5cfcb42,4791
76,13.0,0.9024999737739563,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Be who you want to be! You are always going to be hated and loved by equal amounts so you may as well live according to your expectations,"['amount', 'expect', 'want', 'go', 'hate', 'love', 'live', 'accord', 'equal']",077243dfd4750094bde7eb01e5cfcb42,4802
77,13.0,0.911300003528595,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","We must forgive and watch out for the  ignorantly narrow minded, high  horse-ing individuals in this  world...for they know not what they do!","['hors', 'individu', 'world', 'know', 'forgiv', 'watch', 'ing', 'narrow', 'mind', 'high']",07da88e13509940f3116716552d6a32c,4906
78,13.0,0.970300018787384,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","They say freak, **bobsnewline**  **bobsnewline** When you're singled out, **bobsnewline**  **bobsnewline** The red, well it filters through. **bobsnewline**  **bobsnewline** So lay down, the threat is real, **bobsnewline**  **bobsnewline** When his sight goes red again. **bobsnewline**  **bobsnewline** Seeing red again, **bobsnewline**  **bobsnewline** Seeing red again. **bobsnewline**  **bobsnewline** This change, he won't contain, **bobsnewline**  **bobsnewline** Slip away, to clear your mind. **bobsnewline**  **bobsnewline** When asked, who made it show, **bobsnewline**  **bobsnewline** The truth, he gives in to most. **bobsnewline**  **bobsnewline** So lay down, the threat is real, **bobsnewline**  **bobsnewline** When his sight goes red again.","['freak', 'threat', 'sight', 'chang', 'mind', 'show', 'truth', 'threat', 'sight', 'say', 'singl', 'filter', 'lay', 'goe', 'see', 'see', 'contain', 'slip', 'ask', 'made', 'give', 'lay', 'goe', 'red', 'real', 'red', 'red', 'red', 'clear', 'most', 'real', 'red']",07da88e13509940f3116716552d6a32c,4917
79,0.0,0.5710999965667725,"differ_L, right_L, word_L, geniu_L, stupid_L, held_L, button_L, love_L, wrong_L, lightn_L",The thought manifests as the word. The word manifests as the deed. The deed develops into habit. And the habit hardens into character - Buddha,"['thought', 'manifest', 'word', 'word', 'manifest', 'habit', 'charact', 'deed', 'develop', 'harden']",07da88e13509940f3116716552d6a32c,4928
80,13.0,0.8379999995231628,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I will be out of town for a bit see all ya'll crazy people when I get back,"['town', 'bit', 'peopl', 'get', 'crazi']",07da88e13509940f3116716552d6a32c,4942
